Number 685, Extreme,000060000008050901070008005090001020302000508040500030600804090403070200000010000
Number 686, Extreme,070205000401000902000400000003702090800000007060108000000001000602000801009603040
Number 687, Extreme,004090000050001080300000700007204105002000000600800300009000003070100020000070500
Number 688, Extreme,000802000090050086800007001008000900030400060004000700400000008750068040000209000
Number 689, Extreme,400002000200030000001000090810905007009000600500701040080000300000020005000607004
Number 690, Extreme,060027500100000020970000000700300080000805000030002017000500092020000003009260070
Number 691, Extreme,008040100000205060200009003090007000000914000000300510400800000010006000006050200
Number 692, Extreme,400103000090000060050020000002409300900000007005301900020010090070000540000700003
Number 693, Extreme,030000400600000008089403002000900000010020089000007000300601850700000001005300090
Number 694, Extreme,000000800900600005030502700154000000000000000070000451063905010200004009007000000
Number 695, Extreme,000020071700360008001007060530000080007000500080000039000100700800074003670090000
Number 696, Extreme,003907000000010060010402000058000000140000058002000490000604080030080000700103600
Number 697, Extreme,002000007040090200006001095600300000000040000800005003750600100008030026000000800
Number 698, Extreme,807000004030000600600107000095408000000020009000903820000805001008000050100000403
Number 699, Extreme,025060010000000000780010030201006900000000000009400805010070050000300000032050470
Number 700, Extreme,000703000900000001040000050200050007006080000801090003090000070360000042000902000
Number 701, Extreme,009000030200006004810200070300060000750000002000040001000008049900700000030020600
Number 702, Extreme,046030950900000003020000060000845000009000700000197000030000070100000002067050380
Number 703, Extreme,000809000002000300070100020700500000610000049000007006530008070000000200000706050
Number 704, Extreme,700000000006400310050090020000007000600981005000340000080000050031004600000020009
Number 705, Extreme,700140008008037100020000000000000420076090510045000000000000030002760800900028006
Number 706, Extreme,000109030070050001008040000690000780040500010017000002000010900300070020060802000
Number 707, Extreme,200030001086100400030000000060400900000805006005000010000000090003001750940060003
Number 708, Extreme,030010050060503000705008006001000240600000008048000600300100409000305060080040070
Number 709, Extreme,000418020600007008000000700864000105020000000009000063001000000200900004080165000
Number 710, Extreme,670080000040020039090100000000400800900000001004005000000000090380070020700250084
Number 711, Extreme,000002600200004009410000050800070300000500000004010008520000036100700004006200000
Number 712, Extreme,000000573070092060040005900300010000064000100000050004007200000020130090439000000
Number 713, Extreme,040070060270050009160000007000246000700000006000713000800000014300090085010000070
Number 714, Extreme,006000000800003040004080907080700002010060030200008090102040300090305006000000800
Number 715, Extreme,090700000030480016008005700085000070001000000020000350009500600210060080000002040
Number 716, Extreme,140050037003000000009200405000004010000020600080300000708002900000000700290010056
Number 717, Extreme,720003006040100078000800000609000001080000090300000405000002000260901050800400030
Number 718, Extreme,500073902000000070000040800400900060206000700080005004008060000030000000002014003
Number 719, Extreme,038004090900050008000000000004300000310060025000005700870000000100020003090400670
Number 720, Extreme,000700000094000850200000009001405600009201400003906700900040006012000340000007000
Number 721, Extreme,600500003049000000008400100030009000200701009000820070001053200000000030500000007
Number 722, Extreme,000507080017300006008000300000000032003608400170000000086000900300005720040809000
Number 723, Extreme,870000000500700009009300070000409030002080400090601000080005300100003008000000065
Number 724, Extreme,020300000005001000009050700800100007040070050200004008004010900000200600000097035
Number 725, Extreme,008000000090150030500602009003000000800060024000004600700809005040021080000000300
Number 726, Extreme,020306000600020000835000002009000008000975000200000500400000869000050034000104050
Number 727, Extreme,000004900005006800200080000086000007000051000900000350000020008003900700109600500
Number 728, Extreme,341007000000200000007806400070000040002409100090000036005604200000005000000900584
Number 729, Extreme,000050080000009200380000007070800690003000400091007000900000023004200500030060000
Number 730, Extreme,000508900000040500000700008506007009090100070000400603300001200002000000007306000
Number 731, Extreme,090000300020700080004610000000581046000000000100073090000020500080006070007000010
Number 732, Extreme,030020050800000001019050300004008000050301040000000600006590100000000009070010060
Number 733, Extreme,000000001002070900600590308160309080000000000090805013701006009008050200300000000
Number 734, Extreme,000080604083000000560000000800205700030008010007600009000040021000000400905010000
Number 735, Extreme,000003210500060080900400000806700000002030400000000108000006001030040006079108000
Number 736, Extreme,470500060009000200020800000090701000800000001000408090080007032005000400040006089
Number 737, Extreme,000054090007000100300006000570003008030000050600900013000200007001000900020469000
Number 738, Extreme,020906503400032109000000000009004030500000007010500900000000000601720008705003090
Number 739, Extreme,360000000095600100000014060002100700600000003009003400080750000003002800000000097
Number 740, Extreme,070035000005240900000000001000068023500000004620090000000000000008056300090470080
Number 741, Extreme,804000207003001060000080100001002005020050000900400700008070000000600900302000504
Number 742, Extreme,007030000600204000030000007840007009009000120050100008500000070000509001000060800
Number 743, Extreme,300070004000000070000392600004500207030000060601000900008930000040010000100050008
Number 744, Extreme,040509020000407080005000600200008003058000210300200004003000900090704000080002000
Number 745, Extreme,000090035000203600900000007004080000210400068000070400800000006052708000360010000
Number 746, Extreme,003008000050601800090700050700000200005000100001030006080007010009302000000400502
Number 747, Extreme,009040300006000009000300470050002060000030200060510030078003000300000800001090700
Number 748, Extreme,005060000060007030049000800002075100030409080004630200006000310010000050000090600
Number 749, Extreme,003020400070000000008005000000062004010304020300780000500130900000000015007000300
Number 750, Extreme,000012086000000090802000300400109000070403060000005001000000100045000000730960000
Number 751, Extreme,070000040400006003021095007002570300000000000009028700800240530000000009010000080
Number 752, Extreme,020007060008100400301040000030502000000000000000301070000090800005000900740800020
Number 753, Extreme,008000000300800005000090600602000008000107000000020903005030000807005402040000100
Number 754, Extreme,000000590000106000903000600014003700080000061005800030007000109000705000240000000
Number 755, Extreme,000239001070500900005070200600003005000000000900600002008910600009000080300065000
Number 756, Extreme,060000053000000800010203700070500002006070400300001000008009070004000000120000039
Number 757, Extreme,050007060030000000600005304000500402500000009904026000302100706000000080070400090
Number 758, Extreme,000007030000060200060804007072000005000000000908000640800300014006090000050100000
Number 759, Extreme,003000080600007000200104000000460070020000090010073000801206003000700002040050800
Number 760, Extreme,500009308000000400000750006000908065000070000940200000700094000005000000408501003
Number 761, Extreme,000108060002006000700030050900000320005000900010000008050080004000400600480902007
Number 762, Extreme,000000820070510000908020500000003000081090340009800000005080002000046080024000000
Number 763, Extreme,080705030720000000006200000600030008934000705500070003000008500000000014060109000
Number 764, Extreme,400000000000730008005064000078009300020040010006300200000270100300016009000000005
